Teste,Emissões de CO2 (kg)
1,4.402078166674942e-06
2,4.268606382635572e-06
3,3.651648366685613e-06
4,3.856001211355084e-06
5,3.6257213948417942e-06
6,3.4832658215909213e-06
7,3.3480389514438414e-06
8,4.046545308478087e-06
9,5.028210826396182e-06
10,5.113474800614243e-06
