Teste,Emissões de CO2 (kg)
1,1.3619608724982275e-05
2,1.5414428375846248e-05
3,1.5021425632073563e-05
4,1.4391689789693936e-05
5,1.4017329052697341e-05
6,1.3544061868409226e-05
7,1.339179348530802e-05
8,1.483066453709497e-05
9,1.3940110362510326e-05
10,1.3942457892444106e-05
