Teste,Emissões de CO2 (kg)
1,6.020167149316364e-06
2,5.703163253617452e-06
3,6.442927758801908e-06
4,5.793142602256611e-06
5,6.939954525683212e-06
6,7.250856925686404e-06
7,6.696252722240359e-06
8,5.585158794728617e-06
9,6.022381733913468e-06
10,5.614905858944691e-06
