Modelo,Emissões de CO2 (kg)
Modelo_1,0.001776716921733602
Modelo_2,0.0019067502851680134
Modelo_3,0.0016381504393331281
Modelo_4,0.0012305207905749236
Modelo_5,0.0016393031286659854
Modelo_6,0.0017753506010439273
Modelo_7,0.0013683091664022976
Modelo_8,0.0015041295032071098
Modelo_9,0.0013681161909132504
Modelo_10,0.0020459735625218906
