Teste,Emissões de CO2 (kg)
1,7.418893682680435e-06
2,5.938548597293541e-06
3,5.700459258186106e-06
4,6.084780156161467e-06
5,6.437246884624876e-06
6,6.989455012307723e-06
7,6.588124904816584e-06
8,5.6761678917271054e-06
9,6.307249702478889e-06
10,6.452801930664354e-06
