Teste,Emissões de CO2 (kg)
1,5.55637281645303e-06
2,3.7269632736149384e-06
3,5.352310680582735e-06
4,5.565015551882903e-06
5,5.046901533740149e-06
6,5.065354711139861e-06
7,4.847621398138939e-06
8,4.649113943449245e-06
9,3.5968735688302613e-06
10,4.471250443531832e-06
