Teste,Emissões de CO2 (kg)
1,7.565461857808717e-06
2,1.4702337667894328e-07
3,6.394923235457964e-06
4,6.5952794473785186e-06
5,5.730421228176574e-06
6,7.27630204250311e-06
7,7.5788312943094055e-06
8,1.6967563919432892e-07
9,6.903015796123617e-06
10,6.753436169307294e-06
