Teste,Emissões de CO2 (kg)
1,4.079100631295428e-06
2,3.942559995707902e-06
3,3.7429734220149738e-06
4,3.6126083264180813e-06
5,3.3821792894675755e-06
6,3.633248014010471e-06
7,3.421863700344682e-06
8,3.5038041827218812e-06
9,4.7896860429838305e-06
10,4.708434699619625e-06
