Modelo,Emissões de CO2 (kg)
Modelo_1,0.00019144429319729487
Modelo_2,0.00019087895990064824
Modelo_3,0.0001918245798306648
Modelo_4,0.00019231963653136965
Modelo_5,0.00019148602799928354
Modelo_6,0.00019262842607401748
Modelo_7,0.00019134013372902717
Modelo_8,0.00019193100368694583
Modelo_9,0.0001908589358182841
Modelo_10,0.00019115408125602016
