Teste,Emissões de CO2 (kg)
1,4.683990257794425e-06
2,4.4278813572959444e-06
3,3.5770852133362027e-06
4,4.087647262319855e-06
5,3.981615133640303e-06
6,3.823706546859772e-06
7,3.728416552468168e-06
8,3.4679310233261812e-06
9,5.313432738652041e-06
10,5.10222736675506e-06
