Modelo,Emissões de CO2 (kg)
Modelo_1,0.0013357462809911586
Modelo_2,0.001335280741604864
Modelo_3,0.0013357369480477984
Modelo_4,0.0014357085615627017
Modelo_5,0.0014371497428318524
Modelo_6,0.0013328454979750681
Modelo_7,0.001437392368687242
Modelo_8,0.0014381567389390023
Modelo_9,0.0014368104456916994
Modelo_10,0.0016416916971583918
