Teste,Emissões de CO2 (kg)
1,2.406359264565837e-06
2,1.8947122210552812e-06
3,1.363405890949777e-06
4,1.0288393875978295e-06
5,2.33729387795843e-06
6,1.8757682479962482e-06
7,1.3238145421620964e-06
8,3.0177524081861836e-06
9,2.345243023004112e-06
10,1.8724583992514672e-06
