Modelo,Emissões de CO2 (kg)
Modelo_1,1.838680719921666e-05
Modelo_2,1.8249687988352893e-05
Modelo_3,1.726580606290936e-05
Modelo_4,1.8575079202180795e-05
Modelo_5,1.8336079426988948e-05
Modelo_6,1.8154080372287895e-05
Modelo_7,1.7528112135679783e-05
Modelo_8,1.8274381990094614e-05
Modelo_9,1.8258402785773126e-05
Modelo_10,1.8088638107600735e-05
