Teste,Emissões de CO2 (kg)
1,1.5931031355763139e-06
2,1.0809917235379428e-06
3,2.5623077876569054e-06
4,2.2427895716786944e-06
5,1.5991991737857465e-06
6,1.3631872460913314e-06
7,2.6050717887995538e-06
8,2.11910348251649e-06
9,1.626561290936339e-06
10,1.2578078537548208e-06
