timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-07-13T20:50:51,codecarbon,682d353b-044c-4841-8dcb-b9b6abb164c8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,165.82549360999997,0.0002993869367699039,1.805433713793267e-06,11.25,44.14713890421061,10.0,0.0005059713755940341,0.0020929355632359984,0.00044525193343888854,0.0030441588722689215,Brazil,BRA,rio de janeiro,,,Linux-6.8.0-62-generic-x86_64-with-glibc2.39,3.12.11,3.0.2,20,13th Gen Intel(R) Core(TM) i7-13650HX,1,1 x NVIDIA GeForce RTX 3050 6GB Laptop GPU,-43.1883,-22.9072,15.307392120361328,machine,N,1.0
