Teste,Emissões de CO2 (kg)
1,1.7715654908978352e-05
2,1.7912081055338274e-05
3,1.805475186849892e-05
4,1.9065500413132662e-05
5,1.8094729607951194e-05
6,1.728164631495337e-05
7,1.8388171854094436e-05
8,1.743571161026869e-05
9,1.8568666316739705e-05
10,1.800311518190476e-05
