Modelo,Emissões de CO2 (kg)
Modelo_1,0.0007201044273991675
Modelo_2,0.0006576046082199737
Modelo_3,0.0006577924103571201
Modelo_4,0.0006586897147139989
Modelo_5,0.0007260784211462065
Modelo_6,0.0007259257893007624
Modelo_7,0.0007194579015958719
Modelo_8,0.0006613604112016491
Modelo_9,0.0006594845629515521
Modelo_10,0.0007274539943910398
