Teste,Emissões de CO2 (kg)
1,4.51545504032784e-06
2,4.325505959006875e-06
3,4.336139380610907e-06
4,4.347979336001027e-06
5,4.315197615080285e-06
6,4.295443083072177e-06
7,4.289528816408672e-06
8,4.300383028368482e-06
9,4.295874877290744e-06
10,4.233187407935853e-06
