Modelo,Emissões de CO2 (kg)
Modelo_1,6.753537904552455e-05
Modelo_2,6.772333484097969e-05
Modelo_3,6.780043396711883e-05
Modelo_4,6.793204151038351e-05
Modelo_5,6.751178670522805e-05
Modelo_6,6.75566844490866e-05
Modelo_7,6.76093296150783e-05
Modelo_8,6.703447613941805e-05
Modelo_9,6.733590661056469e-05
Modelo_10,6.746151615908861e-05
