Teste,Emissões de CO2 (kg)
1,5.4382401483619035e-06
2,4.877643870900408e-06
3,4.374392497854686e-06
4,4.228522505976825e-06
5,4.47443665226611e-06
6,4.281934229931524e-06
7,4.595174625680288e-06
8,4.260825884464456e-06
9,4.48727881353953e-06
10,4.360930662095976e-06
